User Name,User Profile,User Avatar,User Location,Rating,Rating Text,Review Title,Review Text,Helpful Votes,Photos,Published Date,Disclaimer,Review_Text_english
Simon R,https://www.tripadvisor.com/Profile/45simonr,https://media-cdn.tripadvisor.com/media/photo-o/06/58/58/59/simon-r.jpg,"Santa Barbara, CA",5,Jun 2022 • Family,Great service - prompt,"Great service. When we landed, the driver had to circle the airport a few times to find us, but he did.  They text you when you arrive.  I used them again for our return. I was unsure if this service would be on-time (we had to leave our hotel at 3:30 am) but they were. A bit pricey - but it turns out very close to other private car options. Overall, safe, clean and very prompt!",0,,"Written June 23, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Great Service.WHEN WE LANDED, THE DRIVER HAD TO CIRCLE THE AIRPOR A FEW TIMES TO FIND US, BUT HE DID.They Text You When You Arrive.I USED THM AGAIN FOR OUR RETURN.I was Unsure If This Service Wouled Be on-Time (We Had to Leave Our Hotel at 3:30 am) But They were.A BIT Pricey - But It Turns out Vary Close to OTher Private Car Options.Overall, Safe, Clean and Vary Prompt!"
Amanda H,https://www.tripadvisor.com/Profile/AmandaH3609,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg,,5,Mar 2022 • Family,Great Service!,"I was a bit nervous after reading some of the reviews but decided to give them a try.  They did not disappoint.  Car was clean, drivers courteous and timely pick ups.  Communication was clear and easy to find them despite a very busy airport.",0,,"Written April 4, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"I was a bitous After Reading Sub of the reviews but decis to give them a try.They Did Not Disappoint.CAR WAS CLEAN, COURTEOUS AND TIMELY Pick UPS drivers.Communication Was Clear and Easy to Find Them Lifts Very Busy Airport."
tpaine2016,https://www.tripadvisor.com/Profile/tpaine2016,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg,New York,5,Feb 2022,Excellent and professional service.,"Trip from NJ to JFK. <br />I was extremely happy with this company. The reservations system was easy, I called a few times with questions prior to making a reservation and they were courteous and professional (plus the information was consistent each time). The price was competitive.<br />They emailed and texted a confirmation immediately, and then again closer to the time of the reservation to double-check that I was still planning on going.<br />The driver phoned me an hour before pick-up to let me know he was on the way.<br />The car was a new model and super-clean and comfortable (I reserved the luxury option). The driver professional and courteous, and payment was easy - including the ability to add the tip to the credit card.<br />I would not hesitate to use Dial-7 again - or to recommend them to a friend.",0,,"Written February 7, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Trip NJ to JFK.<br /> I was Extremely Happy with This Company.The Reservations System Was Easy, I stranted to Few Times with Questions Prior to Making A reservation and they were Courteous and Professional.The Price Was Competitive. <br /> They Emailed and Texted A Confirmation Immedialy, and The Again Closer To The Time of The Reservation To Double-Check That I was Still Planning on Going.Pick-up to let me know he was on the way.The Driver Professional and Courteous, and Payment was Easy - Including the Ability to Add the Tip to the Credit Card."
Emabob36,https://www.tripadvisor.com/Profile/Emabob36,https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/a6/1e/b9/caption.jpg,"Shrewsbury, UK",1,Dec 2021 • Couples,Take a yellowcab!,"Ordered VIP car for transfer into city weeks in advance. Clearly stated in my booking we had 3 suitcases too, we needed a bigger vehicle. <br />Flight landed early, got email to say driver assigned and for me to text when we have bags. I text… nothing. So I text again… nothing. I called, they hung up. I called again and again and again. After waiting 40 minutes AFTER I’d gotten my bags, someone finally picked up the phone after more than 10 calls. He kindly told me I needed to wait at least another 15 minutes! No apologies, they were just not interested at all. I told them to cancel the booking and how upset I was… nothing still, just “okay, that’s cancelled” The usual human response when you’ve screwed up is “I’m sorry, what can we do to fix it?” <br />We went back to the tank and caught a taxi, which is what I should’ve done in first place rather than pay more than THREE times the cost to be left standing outside waiting for a car that was clearly never going to arrive. Moral of story - don’t bother with Dial7",0,,"Written January 15, 2022",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Ordered Vip Car for Transfer Into City Weeks in Advance.Clearly Stated in My Booking We Had 3 Too Suitcases, We Needed A Bigger Vehicle.<br /> Flight Landed Early, Got Email to say driver assigned and for me to text when we have bags.I text ... nothing.So i text again ... nothing.I CALLEED, They Hung Up.I CALLED AGAIN AND AGAIN AND AGAIN.After Waiting 40 Minutes After I’d Gotten My Bags, Somone Finally Picked Up The Phone after More than 10 Calls.HE KINDLY TOLED ME I NEEDED TO WAIT AT LEAST ANOTHER 15 MINUTES!No Apologies, They were just not intersted at all.I awd them to cancel the booking and how upset i was ... nothing still, just<br /> We went back to the tank and caught a taxi, which is what i should've done in first place rather than pay more than Three Times the Cost to Be Left Standing outside waiting for a car that was Clearly Never Going toArriveMoral of Story - Don’t Bother with dial7"
Paul O,https://www.tripadvisor.com/Profile/G2059GCpaulo,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg,,2,Dec 2021 • Couples,Watch out for the switcheroo,Paid for the VIP level airport transport which is priced above a premium car cost wise and ended up in a beat up old Lincoln. Scam ,0,,"Written December 23, 2021",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,Paid for the Vip Level Airport Transport Which is priced advocates Premium Car Cost Wise and Ended Up in A Beat Up Old Lincoln.SCAM
LA1005,https://www.tripadvisor.com/Profile/LA1005,https://media-cdn.tripadvisor.com/media/photo-o/14/06/63/76/louise-a.jpg,"Columbia, SC",5,Oct 2021,Excellent service,"We used Dial 7 car service round trip LGA to Soho last weekend in Oct. communication was great, text when we landed with exact location to meet car. On return request was for a 10:15 am pickup and got text at 10am that car was onsite.. very clean vehicles and courteous drivers. Will recommend to anyone.",0,,"Written November 12, 2021",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"We used dial 7 car service round trip lga to soho lat Weekend in Oct. Communication was great, text when we landed with exact location to meet car.On return was was for 10:15 am pickup and drop text at 10am that car was onsite .. Vray Clean Vehicles and Courteous Drivers.Will Recommend to Anyone."
Scott B,https://www.tripadvisor.com/Profile/Scott1California,https://media-cdn.tripadvisor.com/media/photo-f/01/2e/70/7f/avatar066.jpg,California,1,Nov 2021,"Reserved Limo Never Arrived for JFK (was told ""no cars available- find a taxi"")","I have used this company MANY times preCovid.  I always use it to get from Manhattan to JFK, booking the day prior.  I booked a trip in Nov 2021 for 8AM pickup from Midtown hotel to JFK.  I received a text message at 7:45AM that limo was en route.  At 8:15AM, no car.  I called and they said ""no cars are available in your area"".  I said I booked my reservation 24 hours prior and they said to find another form of transportation.  I was able to get a cab (actually very easy and half the price) and arrived at gate during final boarding call.  Never again.  Completely unprofessional.  Almost missed my 6.5 hour flight!",0,,"Written November 8, 2021",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"I have used This Company Many Times early.I ALways use it to get from Manhattan to JFK, Booking The Day Prior.I Booked to Trip In Nov 2021 For 8am Pickup From Midtown Hotel To Jfk.I receive text Message at 7:45 am that Limo Was in Route.At 8:15 am, no car.I Calleed and They Said ""No Cars Are Available in Your Area"".I SAID I BOOKED MY RESERVATION 24 Hours Prior and They Said To Find Another form of transportation.I was Able to Get A CAB (Actually Vry Easy and Half the Price) and Arrided at Gate During Final Boarding Call.Never Again.COMPLETELY UNPROFESIONAL.ALMOST MISSED MY 6.5 HOUR FLIGHT!"
Rafael Martins Costa,https://www.tripadvisor.com/Profile/Rafaeldmc,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg,,5,Oct 2021,GREAT TOUR EXPERIENCE,"Por diversas vezes já utilizei os serviços. A cordialidade, segurança na direção, além de muitas dicas sobre a cidade e a região, tornaram os deslocamentos muito aprazíveis.",0,,"Written October 28, 2021",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"For various time, I used the services.To cordiality, Segurança na direção, além de muitas dicas on a cidade e a região, turned the Diseases muito aprazíveis."
Marcos S,https://www.tripadvisor.com/Profile/marcossT5219TF,https://media-cdn.tripadvisor.com/media/photo-o/1a/cf/cf/94/caption.jpg,"Criciuma, SC",5,Jan 2020 • Family,Sejam bem vindos a Nova York!,"Estavamos indecisos quanto ao nosso deslocamento do aeroporto até o hotel em NY.<br />Optamos pelos serviços da Braztours, até então desconhecido por .<br />Foi uma grata surpresa. Fomos muito bem recebidos pelo Alex, um londrinense , ainda com sotaque do Paraná, que esta a 16 anos em NY.<br />Nosso transfer foi com direito a boas dicas e musica de entrada em Manhattan!!<br />No retorno também optamos pelo mesmo serviço. Nossa filha esqueceu o celular na van, mas assim que percebeu , nos levou de prontidão!<br />Super recomendo!",0,https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/c6/a6/91/photo0jpg.jpg,"Written February 1, 2020",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Let us be undecided quanto ao nosso Delocation of Airport Até or Hotel Em ny.Fomos Mitito Bem Recorded Alex Hair, Um Londrinense, Ainda Com Sotaque do Paraná, which is 16 years em ny.We also optiço mesmo.Nossa Filha Esqueceu or Cell Na van, more Assim than Percoeu, we will read weir! <br /> Super recommend!"
Mariana M,https://www.tripadvisor.com/Profile/MarianaM762,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg,"Sao Paulo, SP",5,Mar 2019 • Family,Simpatia e pontualidade,"Vamos à muitos anos para NY e sempre contratamos os serviços do Alex que com toda sua simpatia, paciencia com os meus pais, pontualidade fazem toda a diferença na viagem! Um serviço mais caro mas que vale pena por todo o conforto e confiança!",0,,"Written November 28, 2019",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"We are going very years for ny e semi we hired the service of Alex that as all sua sympathy, patience com os meus country, pontificuality fazem all to difference na viagem!Um Serviço Mais Caro more that is worth sorrow for everything or comforted e confiança!"
